,file path,scan results,concluded results
1066,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tm-spd-tar.c,GPL-2.0-or-later,
1067,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tm-spd-gpr.c,GPL-2.0-or-later,
1068,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tm-gpr.c,GPL-2.0-or-later,
1069,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tar.h,GPL-2.0-or-later,
1070,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tar.c,GPL-2.0-or-later,
1071,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-syscall.c,GPL-2.0-only,
1072,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-pkey.c,GPL-2.0-or-later,
1073,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-perf-hwbreak.c,GPL-2.0-or-later,
1074,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-hwbreak.c,GPL-2.0-or-later,
1075,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace.h,GPL-2.0-or-later,
1076,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-gpr.S,GPL-2.0-or-later,
1077,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-gpr.h,GPL-2.0-or-later,
1078,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-gpr.c,GPL-2.0-or-later,
1079,linux-master/tools/testing/selftests/powerpc/ptrace/perf-hwbreak.c,GPL-2.0-or-later,
1080,linux-master/tools/testing/selftests/powerpc/ptrace/Makefile,GPL-2.0-only,
1081,linux-master/tools/testing/selftests/powerpc/ptrace/.gitignore,GPL-2.0-only,
1082,linux-master/tools/testing/selftests/powerpc/ptrace/core-pkey.c,GPL-2.0-or-later,
1083,linux-master/tools/testing/selftests/powerpc/ptrace/child.h,GPL-2.0-or-later,
1084,linux-master/tools/testing/selftests/powerpc/ptrace,,
1085,linux-master/tools/testing/selftests/powerpc/primitives/word-at-a-time.h,,
1086,linux-master/tools/testing/selftests/powerpc/primitives/Makefile,GPL-2.0-only,
1087,linux-master/tools/testing/selftests/powerpc/primitives/load_unaligned_zeropad.c,GPL-2.0-or-later,
1088,linux-master/tools/testing/selftests/powerpc/primitives/.gitignore,GPL-2.0-only,
1089,linux-master/tools/testing/selftests/powerpc/primitives/linux/stringify.h,No_license_found,
1090,linux-master/tools/testing/selftests/powerpc/primitives/linux,,
1091,linux-master/tools/testing/selftests/powerpc/primitives/asm/processor.h,No_license_found,
1092,linux-master/tools/testing/selftests/powerpc/primitives/asm/ppc-opcode.h,No_license_found,
1093,linux-master/tools/testing/selftests/powerpc/primitives/asm/ppc_asm.h,,
1094,linux-master/tools/testing/selftests/powerpc/primitives/asm/firmware.h,No_license_found,
1095,linux-master/tools/testing/selftests/powerpc/primitives/asm/feature-fixups.h,,
1096,linux-master/tools/testing/selftests/powerpc/primitives/asm/extable.h,,
1097,linux-master/tools/testing/selftests/powerpc/primitives/asm/asm-const.h,,
1098,linux-master/tools/testing/selftests/powerpc/primitives/asm/asm-compat.h,,
1099,linux-master/tools/testing/selftests/powerpc/primitives/asm,,
1100,linux-master/tools/testing/selftests/powerpc/primitives,,
1101,linux-master/tools/testing/selftests/powerpc/pmu/per_event_excludes.c,GPL-2.0-only,
1102,linux-master/tools/testing/selftests/powerpc/pmu/Makefile,GPL-2.0-only,
1103,linux-master/tools/testing/selftests/powerpc/pmu/loop.S,GPL-2.0-only,
1104,linux-master/tools/testing/selftests/powerpc/pmu/lib.h,GPL-2.0-only,
1105,linux-master/tools/testing/selftests/powerpc/pmu/lib.c,GPL-2.0-only,
1106,linux-master/tools/testing/selftests/powerpc/pmu/l3_bank_test.c,GPL-2.0-only,
1107,linux-master/tools/testing/selftests/powerpc/pmu/.gitignore,GPL-2.0-only,
1108,linux-master/tools/testing/selftests/powerpc/pmu/event.h,GPL-2.0-only,
1109,linux-master/tools/testing/selftests/powerpc/pmu/event.c,GPL-2.0-only,
1110,linux-master/tools/testing/selftests/powerpc/pmu/count_stcx_fail.c,GPL-2.0-only,
1111,linux-master/tools/testing/selftests/powerpc/pmu/count_instructions.c,GPL-2.0-only,
1112,linux-master/tools/testing/selftests/powerpc/pmu/branch_loops.S,GPL-2.0-only,
1113,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_thresh_marked_sample_test.c,GPL-2.0-only,
1114,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_thresh_cmp_test.c,GPL-2.0-only,
1115,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_bhrb_ind_call_test.c,GPL-2.0-only,
1116,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_bhrb_disable_test.c,GPL-2.0-only,
1117,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_bhrb_disable_no_branch_test.c,GPL-2.0-only,
1118,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_bhrb_cond_test.c,GPL-2.0-only,
1119,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_bhrb_any_test.c,GPL-2.0-only,
1120,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr3_src_test.c,GPL-2.0-only,
1121,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr2_l2l3_test.c,GPL-2.0-only,
1122,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr2_fcs_fch_test.c,GPL-2.0-only,
1123,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr1_sel_unit_cache_test.c,GPL-2.0-only,
1124,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr1_comb_test.c,GPL-2.0-only,
1125,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr0_pmcjce_test.c,GPL-2.0-only,
1126,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr0_pmccext_test.c,GPL-2.0-only,
1127,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr0_fc56_pmc56_test.c,GPL-2.0-only,
1128,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr0_fc56_pmc1ce_test.c,GPL-2.0-only,
1129,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr0_exceptionbits_test.c,GPL-2.0-only,
1130,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/mmcr0_cc56run_test.c,GPL-2.0-only,
1131,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/misc.h,GPL-2.0-only,
1132,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/misc.c,GPL-2.0-only,
1133,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/Makefile,GPL-2.0-only,
1134,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/intr_regs_no_crash_wo_pmu_test.c,GPL-2.0-only,
1135,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/.gitignore,No_license_found,
1136,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/bhrb_no_crash_wo_pmu_test.c,GPL-2.0-only,
1137,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests/bhrb_filter_map_test.c,GPL-2.0-only,
1138,linux-master/tools/testing/selftests/powerpc/pmu/sampling_tests,,
1139,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/reserved_bits_mmcra_thresh_ctl_test.c,GPL-2.0-only,
1140,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/reserved_bits_mmcra_sample_elig_mode_test.c,GPL-2.0-only,
1141,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/Makefile,GPL-2.0-only,
1142,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/invalid_event_code_test.c,GPL-2.0-only,
1143,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/hw_cache_event_type_test.c,GPL-2.0-only,
1144,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_pmc56_exclude_constraints_test.c,GPL-2.0-only,
1145,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_unit_test.c,GPL-2.0-only,
1146,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_thresh_sel_test.c,GPL-2.0-only,
1147,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_thresh_ctl_test.c,GPL-2.0-only,
1148,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_thresh_cmp_test.c,GPL-2.0-only,
1149,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_repeat_test.c,GPL-2.0-only,
1150,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_radix_scope_qual_test.c,GPL-2.0-only,
1151,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_pmc_count_test.c,GPL-2.0-only,
1152,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_pmc56_test.c,GPL-2.0-only,
1153,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_mmcra_sample_test.c,GPL-2.0-only,
1154,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_l2l3_sel_test.c,GPL-2.0-only,
1155,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_cache_test.c,GPL-2.0-only,
1156,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/.gitignore,No_license_found,
1157,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/generic_events_valid_test.c,GPL-2.0-only,
1158,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/event_alternatives_tests_p9.c,GPL-2.0-only,
1159,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/event_alternatives_tests_p10.c,GPL-2.0-only,
1160,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests/blacklisted_events_test.c,GPL-2.0-only,
1161,linux-master/tools/testing/selftests/powerpc/pmu/event_code_tests,,
1162,linux-master/tools/testing/selftests/powerpc/pmu/ebb/trace.h,GPL-2.0-only,
1163,linux-master/tools/testing/selftests/powerpc/pmu/ebb/trace.c,GPL-2.0-only,
1164,linux-master/tools/testing/selftests/powerpc/pmu/ebb/task_event_vs_ebb_test.c,GPL-2.0-only,
1165,linux-master/tools/testing/selftests/powerpc/pmu/ebb/task_event_pinned_vs_ebb_test.c,GPL-2.0-only,
1166,linux-master/tools/testing/selftests/powerpc/pmu/ebb/regs_access_pmccext_test.c,GPL-2.0-only,
1167,linux-master/tools/testing/selftests/powerpc/pmu/ebb/reg_access_test.c,GPL-2.0-only,
1168,linux-master/tools/testing/selftests/powerpc/pmu/ebb/pmc56_overflow_test.c,GPL-2.0-only,
1169,linux-master/tools/testing/selftests/powerpc/pmu/ebb/pmae_handling_test.c,GPL-2.0-only,
1170,linux-master/tools/testing/selftests/powerpc/pmu/ebb/no_handler_test.c,GPL-2.0-only,
1171,linux-master/tools/testing/selftests/powerpc/pmu/ebb/multi_ebb_procs_test.c,GPL-2.0-only,
1172,linux-master/tools/testing/selftests/powerpc/pmu/ebb/multi_counter_test.c,GPL-2.0-only,
1173,linux-master/tools/testing/selftests/powerpc/pmu/ebb/Makefile,GPL-2.0-only,
1174,linux-master/tools/testing/selftests/powerpc/pmu/ebb/lost_exception_test.c,GPL-2.0-only,
1175,linux-master/tools/testing/selftests/powerpc/pmu/ebb/instruction_count_test.c,GPL-2.0-only,
1176,linux-master/tools/testing/selftests/powerpc/pmu/ebb/.gitignore,GPL-2.0-only,
1177,linux-master/tools/testing/selftests/powerpc/pmu/ebb/fork_cleanup_test.c,GPL-2.0-only,
1178,linux-master/tools/testing/selftests/powerpc/pmu/ebb/event_attributes_test.c,GPL-2.0-only,
1179,linux-master/tools/testing/selftests/powerpc/pmu/ebb/ebb_vs_cpu_event_test.c,GPL-2.0-only,
1180,linux-master/tools/testing/selftests/powerpc/pmu/ebb/ebb_on_willing_child_test.c,GPL-2.0-only,
1181,linux-master/tools/testing/selftests/powerpc/pmu/ebb/ebb_on_child_test.c,GPL-2.0-only,
1182,linux-master/tools/testing/selftests/powerpc/pmu/ebb/ebb_handler.S,GPL-2.0-only,
1183,linux-master/tools/testing/selftests/powerpc/pmu/ebb/ebb.h,GPL-2.0-only,
1184,linux-master/tools/testing/selftests/powerpc/pmu/ebb/ebb.c,GPL-2.0-only,
1185,linux-master/tools/testing/selftests/powerpc/pmu/ebb/cycles_with_mmcr2_test.c,GPL-2.0-only,
1186,linux-master/tools/testing/selftests/powerpc/pmu/ebb/cycles_with_freeze_test.c,GPL-2.0-only,
1187,linux-master/tools/testing/selftests/powerpc/pmu/ebb/cycles_test.c,GPL-2.0-only,
1188,linux-master/tools/testing/selftests/powerpc/pmu/ebb/cpu_event_vs_ebb_test.c,GPL-2.0-only,
1189,linux-master/tools/testing/selftests/powerpc/pmu/ebb/cpu_event_pinned_vs_ebb_test.c,GPL-2.0-only,
1190,linux-master/tools/testing/selftests/powerpc/pmu/ebb/close_clears_pmcc_test.c,GPL-2.0-only,
1191,linux-master/tools/testing/selftests/powerpc/pmu/ebb/busy_loop.S,GPL-2.0-only,
1192,linux-master/tools/testing/selftests/powerpc/pmu/ebb/back_to_back_ebbs_test.c,GPL-2.0-only,
1193,linux-master/tools/testing/selftests/powerpc/pmu/ebb,,
1194,linux-master/tools/testing/selftests/powerpc/pmu,,
1195,linux-master/tools/testing/selftests/powerpc/papr_attributes/Makefile,GPL-2.0-only,
1196,linux-master/tools/testing/selftests/powerpc/papr_attributes/.gitignore,GPL-2.0-only,
1197,linux-master/tools/testing/selftests/powerpc/papr_attributes/attr_test.c,GPL-2.0-or-later,
1198,linux-master/tools/testing/selftests/powerpc/papr_attributes,,
1199,linux-master/tools/testing/selftests/powerpc/nx-gzip/README,No_license_found,
1200,linux-master/tools/testing/selftests/powerpc/nx-gzip/nx-gzip-test.sh,GPL-2.0-or-later,
1201,linux-master/tools/testing/selftests/powerpc/nx-gzip/Makefile,No_license_found,
1202,linux-master/tools/testing/selftests/powerpc/nx-gzip/gzip_vas.c,GPL-2.0-or-later,
1203,linux-master/tools/testing/selftests/powerpc/nx-gzip/gzfht_test.c,GPL-2.0-or-later,
1204,linux-master/tools/testing/selftests/powerpc/nx-gzip/gunz_test.c,GPL-2.0-or-later,
1205,linux-master/tools/testing/selftests/powerpc/nx-gzip/.gitignore,GPL-2.0-only,
1206,linux-master/tools/testing/selftests/powerpc/nx-gzip/99-nx-gzip.rules,No_license_found,
1207,linux-master/tools/testing/selftests/powerpc/nx-gzip/include/vas-api.h,,
1208,linux-master/tools/testing/selftests/powerpc/nx-gzip/include/nxu.h,GPL-2.0-or-later,
1209,linux-master/tools/testing/selftests/powerpc/nx-gzip/include/nx.h,GPL-2.0-or-later,
1210,linux-master/tools/testing/selftests/powerpc/nx-gzip/include/nx_dbg.h,GPL-2.0-or-later,
1211,linux-master/tools/testing/selftests/powerpc/nx-gzip/include/crb.h,GPL-2.0-or-later,
1212,linux-master/tools/testing/selftests/powerpc/nx-gzip/include/copy-paste.h,GPL-2.0-or-later,
1213,linux-master/tools/testing/selftests/powerpc/nx-gzip/include,,
1214,linux-master/tools/testing/selftests/powerpc/nx-gzip,,
1215,linux-master/tools/testing/selftests/powerpc/mm/wild_bctr.c,GPL-2.0-or-later,
1216,linux-master/tools/testing/selftests/powerpc/mm/tlbie_test.c,GPL-2.0-only,
1217,linux-master/tools/testing/selftests/powerpc/mm/subpage_prot.c,LGPL-2.1-only,
1218,linux-master/tools/testing/selftests/powerpc/mm/stress_code_patching.sh,GPL-2.0-or-later,
1219,linux-master/tools/testing/selftests/powerpc/mm/stack_expansion_signal.c,GPL-2.0-only,
1220,linux-master/tools/testing/selftests/powerpc/mm/stack_expansion_ldst.c,GPL-2.0-only,
1221,linux-master/tools/testing/selftests/powerpc/mm/segv_errors.c,GPL-2.0-only,
1222,linux-master/tools/testing/selftests/powerpc/mm/prot_sao.c,GPL-2.0-only,
1223,linux-master/tools/testing/selftests/powerpc/mm/pkey_siginfo.c,GPL-2.0-only,
1224,linux-master/tools/testing/selftests/powerpc/mm/pkey_exec_prot.c,GPL-2.0-or-later,
1225,linux-master/tools/testing/selftests/powerpc/mm/Makefile,GPL-2.0-only,
1226,linux-master/tools/testing/selftests/powerpc/mm/large_vm_gpr_corruption.c,GPL-2.0-or-later,
1227,linux-master/tools/testing/selftests/powerpc/mm/large_vm_fork_separation.c,GPL-2.0-or-later,
1228,linux-master/tools/testing/selftests/powerpc/mm/hugetlb_vs_thp_test.c,GPL-2.0-only,
1229,linux-master/tools/testing/selftests/powerpc/mm/.gitignore,GPL-2.0-only,
1230,linux-master/tools/testing/selftests/powerpc/mm/exec_prot.c,GPL-2.0-only,
1231,linux-master/tools/testing/selftests/powerpc/mm/bad_accesses.c,GPL-2.0-or-later,
1232,linux-master/tools/testing/selftests/powerpc/mm,,
1233,linux-master/tools/testing/selftests/powerpc/mce/vas-api.h,,
1234,linux-master/tools/testing/selftests/powerpc/mce/Makefile,GPL-2.0-or-later,
1235,linux-master/tools/testing/selftests/powerpc/mce/inject-ra-err.c,GPL-2.0-or-later,
1236,linux-master/tools/testing/selftests/powerpc/mce/.gitignore,No_license_found,
1237,linux-master/tools/testing/selftests/powerpc/mce,,
1238,linux-master/tools/testing/selftests/powerpc/math/vsx_preempt.c,GPL-2.0-or-later,
1239,linux-master/tools/testing/selftests/powerpc/math/vsx_asm.S,GPL-2.0-or-later,
1240,linux-master/tools/testing/selftests/powerpc/math/vmx_syscall.c,GPL-2.0-or-later,
1241,linux-master/tools/testing/selftests/powerpc/math/vmx_signal.c,GPL-2.0-or-later,
1242,linux-master/tools/testing/selftests/powerpc/math/vmx_preempt.c,GPL-2.0-or-later,
1243,linux-master/tools/testing/selftests/powerpc/math/vmx_asm.S,GPL-2.0-or-later,
1244,linux-master/tools/testing/selftests/powerpc/math/mma.S,GPL-2.0-or-later,
1245,linux-master/tools/testing/selftests/powerpc/math/mma.c,GPL-2.0-or-later,
1246,linux-master/tools/testing/selftests/powerpc/math/Makefile,GPL-2.0-only,
1247,linux-master/tools/testing/selftests/powerpc/math/.gitignore,GPL-2.0-only,
1248,linux-master/tools/testing/selftests/powerpc/math/fpu_syscall.c,GPL-2.0-or-later,
1249,linux-master/tools/testing/selftests/powerpc/math/fpu_signal.c,GPL-2.0-or-later,
1250,linux-master/tools/testing/selftests/powerpc/math/fpu_preempt.c,GPL-2.0-or-later,
1251,linux-master/tools/testing/selftests/powerpc/math/fpu_denormal.c,GPL-2.0-or-later,
1252,linux-master/tools/testing/selftests/powerpc/math/fpu_asm.S,GPL-2.0-or-later,
1253,linux-master/tools/testing/selftests/powerpc/math,,
1254,linux-master/tools/testing/selftests/powerpc/lib/reg.S,GPL-2.0-or-later,
1255,linux-master/tools/testing/selftests/powerpc/lib,,
1256,linux-master/tools/testing/selftests/powerpc/include/vsx_asm.h,GPL-2.0-or-later,
1257,linux-master/tools/testing/selftests/powerpc/include/vmx_asm.h,GPL-2.0-or-later,
1258,linux-master/tools/testing/selftests/powerpc/include/utils.h,GPL-2.0-only,
1259,linux-master/tools/testing/selftests/powerpc/include/subunit.h,GPL-2.0-only,
1260,linux-master/tools/testing/selftests/powerpc/include/reg.h,GPL-2.0-only,
1261,linux-master/tools/testing/selftests/powerpc/include/pkeys.h,GPL-2.0-only,
1262,linux-master/tools/testing/selftests/powerpc/include/instructions.h,GPL-2.0-only,
1263,linux-master/tools/testing/selftests/powerpc/include/gpr_asm.h,GPL-2.0-or-later,
1264,linux-master/tools/testing/selftests/powerpc/include/fpu_asm.h,GPL-2.0-or-later,
1265,linux-master/tools/testing/selftests/powerpc/include/basic_asm.h,GPL-2.0-only,
1266,linux-master/tools/testing/selftests/powerpc/include,,
1267,linux-master/tools/testing/selftests/powerpc/eeh/settings,No_license_found,
1268,linux-master/tools/testing/selftests/powerpc/eeh/Makefile,GPL-2.0-only,
1269,linux-master/tools/testing/selftests/powerpc/eeh/eeh-vf-unaware.sh,GPL-2.0-only,
1270,linux-master/tools/testing/selftests/powerpc/eeh/eeh-vf-aware.sh,GPL-2.0-only,
1271,linux-master/tools/testing/selftests/powerpc/eeh/eeh-functions.sh,GPL-2.0-only,
1272,linux-master/tools/testing/selftests/powerpc/eeh/eeh-basic.sh,GPL-2.0-only,
1273,linux-master/tools/testing/selftests/powerpc/eeh,,
1274,linux-master/tools/testing/selftests/powerpc/dscr/Makefile,GPL-2.0-only,
1275,linux-master/tools/testing/selftests/powerpc/dscr/.gitignore,GPL-2.0-only,
1276,linux-master/tools/testing/selftests/powerpc/dscr/dscr_user_test.c,GPL-2.0-only,
1277,linux-master/tools/testing/selftests/powerpc/dscr/dscr_sysfs_thread_test.c,GPL-2.0-only,
1278,linux-master/tools/testing/selftests/powerpc/dscr/dscr_sysfs_test.c,GPL-2.0-only,
1279,linux-master/tools/testing/selftests/powerpc/dscr/dscr_inherit_test.c,GPL-2.0-only,
1280,linux-master/tools/testing/selftests/powerpc/dscr/dscr_inherit_exec_test.c,GPL-2.0-only,
1281,linux-master/tools/testing/selftests/powerpc/dscr/dscr.h,GPL-2.0-only,
1282,linux-master/tools/testing/selftests/powerpc/dscr/dscr_explicit_test.c,GPL-2.0-only,
1283,linux-master/tools/testing/selftests/powerpc/dscr/dscr_default_test.c,GPL-2.0-only,
1284,linux-master/tools/testing/selftests/powerpc/dscr,,
1285,linux-master/tools/testing/selftests/powerpc/copyloops/validate.c,GPL-2.0-only,
1286,linux-master/tools/testing/selftests/powerpc/copyloops/stubs.S,No_license_found,
1287,linux-master/tools/testing/selftests/powerpc/copyloops/memmove_validate.c,GPL-2.0-only,
1288,linux-master/tools/testing/selftests/powerpc/copyloops/memcpy_stubs.S,GPL-2.0-only,
1289,linux-master/tools/testing/selftests/powerpc/copyloops/memcpy_power7.S,,
1290,linux-master/tools/testing/selftests/powerpc/copyloops/memcpy_64.S,,
1291,linux-master/tools/testing/selftests/powerpc/copyloops/mem_64.S,,
1292,linux-master/tools/testing/selftests/powerpc/copyloops/Makefile,GPL-2.0-only,
1293,linux-master/tools/testing/selftests/powerpc/copyloops/.gitignore,GPL-2.0-only,
1294,linux-master/tools/testing/selftests/powerpc/copyloops/exc_validate.c,No_license_found,
1295,linux-master/tools/testing/selftests/powerpc/copyloops/copyuser_power7.S,,
1296,linux-master/tools/testing/selftests/powerpc/copyloops/copyuser_64.S,,
1297,linux-master/tools/testing/selftests/powerpc/copyloops/copy_tofrom_user_reference.S,No_license_found,
1298,linux-master/tools/testing/selftests/powerpc/copyloops/copy_mc_64.S,,
1299,linux-master/tools/testing/selftests/powerpc/copyloops/asm/processor.h,No_license_found,
1300,linux-master/tools/testing/selftests/powerpc/copyloops/asm/ppc_asm.h,GPL-2.0-only,
1301,linux-master/tools/testing/selftests/powerpc/copyloops/asm/kasan.h,No_license_found,
1302,linux-master/tools/testing/selftests/powerpc/copyloops/asm/feature-fixups.h,No_license_found,
1303,linux-master/tools/testing/selftests/powerpc/copyloops/asm/export.h,GPL-2.0-only,
1304,linux-master/tools/testing/selftests/powerpc/copyloops/asm/asm-compat.h,No_license_found,
1305,linux-master/tools/testing/selftests/powerpc/copyloops/asm,,
1306,linux-master/tools/testing/selftests/powerpc/copyloops,,
1307,linux-master/tools/testing/selftests/powerpc/cache_shape/Makefile,GPL-2.0-only,
1308,linux-master/tools/testing/selftests/powerpc/cache_shape/.gitignore,GPL-2.0-only,
1309,linux-master/tools/testing/selftests/powerpc/cache_shape/cache_shape.c,GPL-2.0-or-later,
1310,linux-master/tools/testing/selftests/powerpc/cache_shape,,
1311,linux-master/tools/testing/selftests/powerpc/benchmarks/settings,No_license_found,
1312,linux-master/tools/testing/selftests/powerpc/benchmarks/null_syscall.c,GPL-2.0-or-later,
1313,linux-master/tools/testing/selftests/powerpc/benchmarks/mmap_bench.c,GPL-2.0-only,
1314,linux-master/tools/testing/selftests/powerpc/benchmarks/Makefile,GPL-2.0-only,
1315,linux-master/tools/testing/selftests/powerpc/benchmarks/.gitignore,GPL-2.0-only,
1316,linux-master/tools/testing/selftests/powerpc/benchmarks/gettimeofday.c,GPL-2.0-only,
1317,linux-master/tools/testing/selftests/powerpc/benchmarks/futex_bench.c,GPL-2.0-only,
1318,linux-master/tools/testing/selftests/powerpc/benchmarks/fork.c,GPL-2.0-or-later,
1319,linux-master/tools/testing/selftests/powerpc/benchmarks/exec_target.c,GPL-2.0-or-later,
1320,linux-master/tools/testing/selftests/powerpc/benchmarks/context_switch.c,GPL-2.0-or-later,
1321,linux-master/tools/testing/selftests/powerpc/benchmarks,,
1322,linux-master/tools/testing/selftests/powerpc/alignment/Makefile,GPL-2.0-only,
1323,linux-master/tools/testing/selftests/powerpc/alignment/.gitignore,GPL-2.0-only,
1324,linux-master/tools/testing/selftests/powerpc/alignment/copy_first_unaligned.c,GPL-2.0-or-later,
1325,linux-master/tools/testing/selftests/powerpc/alignment/alignment_handler.c,GPL-2.0-or-later,
1326,linux-master/tools/testing/selftests/powerpc/alignment,,
1327,linux-master/tools/testing/selftests/powerpc,,
1328,linux-master/tools/testing/selftests/pid_namespace/regression_enomem.c,No_license_found,
1329,linux-master/tools/testing/selftests/pid_namespace/Makefile,GPL-2.0-only,
1330,linux-master/tools/testing/selftests/pid_namespace/.gitignore,No_license_found,
1331,linux-master/tools/testing/selftests/pid_namespace/config,No_license_found,
1332,linux-master/tools/testing/selftests/pid_namespace,,
1333,linux-master/tools/testing/selftests/pidfd/pidfd_wait.c,GPL-2.0-only,
1334,linux-master/tools/testing/selftests/pidfd/pidfd_test.c,GPL-2.0-only,
1335,linux-master/tools/testing/selftests/pidfd/pidfd_setns_test.c,GPL-2.0-only,
1336,linux-master/tools/testing/selftests/pidfd/pidfd_poll_test.c,GPL-2.0-only,
1337,linux-master/tools/testing/selftests/pidfd/pidfd_open_test.c,GPL-2.0-only,
1338,linux-master/tools/testing/selftests/pidfd/pidfd.h,GPL-2.0-only,
1339,linux-master/tools/testing/selftests/pidfd/pidfd_getfd_test.c,GPL-2.0-only,
1340,linux-master/tools/testing/selftests/pidfd/pidfd_fdinfo_test.c,GPL-2.0-only,
1341,linux-master/tools/testing/selftests/pidfd/Makefile,GPL-2.0-only,
1342,linux-master/tools/testing/selftests/pidfd/.gitignore,GPL-2.0-only,
1343,linux-master/tools/testing/selftests/pidfd/config,No_license_found,
1344,linux-master/tools/testing/selftests/pidfd,,
1345,linux-master/tools/testing/selftests/perf_events/sigtrap_threads.c,GPL-2.0-only,
1346,linux-master/tools/testing/selftests/perf_events/settings,No_license_found,
1347,linux-master/tools/testing/selftests/perf_events/remove_on_exec.c,GPL-2.0-only,
1348,linux-master/tools/testing/selftests/perf_events/Makefile,GPL-2.0-only,
1349,linux-master/tools/testing/selftests/perf_events/.gitignore,GPL-2.0-only,
1350,linux-master/tools/testing/selftests/perf_events/config,No_license_found,
1351,linux-master/tools/testing/selftests/perf_events,,
1352,linux-master/tools/testing/selftests/openat2/resolve_test.c,GPL-2.0-or-later,
1353,linux-master/tools/testing/selftests/openat2/rename_attack_test.c,GPL-2.0-or-later,
1354,linux-master/tools/testing/selftests/openat2/openat2_test.c,GPL-2.0-or-later,
1355,linux-master/tools/testing/selftests/openat2/Makefile,GPL-2.0-or-later,
1356,linux-master/tools/testing/selftests/openat2/helpers.h,GPL-2.0-or-later,
1357,linux-master/tools/testing/selftests/openat2/helpers.c,GPL-2.0-or-later,
1358,linux-master/tools/testing/selftests/openat2/.gitignore,GPL-2.0-only,
1359,linux-master/tools/testing/selftests/openat2,,
1360,linux-master/tools/testing/selftests/ntb/ntb_test.sh,GPL-2.0-or-later,
1361,linux-master/tools/testing/selftests/ntb,,
