,file path,scan results,concluded results
2007,linux-master/tools/testing/selftests/kvm/aarch64/smccc_filter.c,GPL-2.0-only,
2008,linux-master/tools/testing/selftests/kvm/aarch64/psci_test.c,GPL-2.0-only,
2009,linux-master/tools/testing/selftests/kvm/aarch64/page_fault_test.c,GPL-2.0-only,
2010,linux-master/tools/testing/selftests/kvm/aarch64/hypercalls.c,GPL-2.0-only,
2011,linux-master/tools/testing/selftests/kvm/aarch64/get-reg-list.c,GPL-2.0-only,
2012,linux-master/tools/testing/selftests/kvm/aarch64/debug-exceptions.c,GPL-2.0-only,
2013,linux-master/tools/testing/selftests/kvm/aarch64/arch_timer.c,GPL-2.0-only,
2014,linux-master/tools/testing/selftests/kvm/aarch64/aarch32_id_regs.c,GPL-2.0-only,
2015,linux-master/tools/testing/selftests/kvm/aarch64,,
2016,linux-master/tools/testing/selftests/kvm,,
2017,linux-master/tools/testing/selftests/kselftest/runner.sh,GPL-2.0-only,
2018,linux-master/tools/testing/selftests/kselftest/prefix.pl,GPL-2.0-only,
2019,linux-master/tools/testing/selftests/kselftest/module.sh,GPL-2.0-or-later,
2020,linux-master/tools/testing/selftests/kselftest,,
2021,linux-master/tools/testing/selftests/kmod/Makefile,GPL-2.0-only,
2022,linux-master/tools/testing/selftests/kmod/kmod.sh,copyleft-next-0.3.1 GPL-2.0-or-later Dual-license,
2023,linux-master/tools/testing/selftests/kmod/config,No_license_found,
2024,linux-master/tools/testing/selftests/kmod,,
2025,linux-master/tools/testing/selftests/kexec/test_kexec_load.sh,GPL-2.0-only,
2026,linux-master/tools/testing/selftests/kexec/test_kexec_file_load.sh,GPL-2.0-only,
2027,linux-master/tools/testing/selftests/kexec/Makefile,GPL-2.0-only,
2028,linux-master/tools/testing/selftests/kexec/kexec_common_lib.sh,GPL-2.0-only,
2029,linux-master/tools/testing/selftests/kexec/config,No_license_found,
2030,linux-master/tools/testing/selftests/kexec,,
2031,linux-master/tools/testing/selftests/kcmp/Makefile,GPL-2.0-only,
2032,linux-master/tools/testing/selftests/kcmp/kcmp_test.c,GPL-2.0-only,
2033,linux-master/tools/testing/selftests/kcmp/.gitignore,GPL-2.0-only,
2034,linux-master/tools/testing/selftests/kcmp,,
2035,linux-master/tools/testing/selftests/ir/Makefile,GPL-2.0-only,
2036,linux-master/tools/testing/selftests/ir/ir_loopback.sh,GPL-2.0-only,
2037,linux-master/tools/testing/selftests/ir/ir_loopback.c,GPL-2.0-only,
2038,linux-master/tools/testing/selftests/ir/.gitignore,GPL-2.0-only,
2039,linux-master/tools/testing/selftests/ir,,
2040,linux-master/tools/testing/selftests/ipc/msgque.c,GPL-2.0-only,
2041,linux-master/tools/testing/selftests/ipc/Makefile,GPL-2.0-only,
2042,linux-master/tools/testing/selftests/ipc/.gitignore,GPL-2.0-only,
2043,linux-master/tools/testing/selftests/ipc/config,No_license_found,
2044,linux-master/tools/testing/selftests/ipc,,
2045,linux-master/tools/testing/selftests/iommu/Makefile,GPL-2.0-only,
2046,linux-master/tools/testing/selftests/iommu/iommufd_utils.h,GPL-2.0-only,
2047,linux-master/tools/testing/selftests/iommu/iommufd_fail_nth.c,GPL-2.0-only,
2048,linux-master/tools/testing/selftests/iommu/iommufd.c,GPL-2.0-only,
2049,linux-master/tools/testing/selftests/iommu/.gitignore,GPL-2.0-only,
2050,linux-master/tools/testing/selftests/iommu/config,No_license_found,
2051,linux-master/tools/testing/selftests/iommu,,
2052,linux-master/tools/testing/selftests/intel_pstate/run.sh,GPL-2.0-only,
2053,linux-master/tools/testing/selftests/intel_pstate/msr.c,GPL-2.0-only,
2054,linux-master/tools/testing/selftests/intel_pstate/Makefile,GPL-2.0-only,
2055,linux-master/tools/testing/selftests/intel_pstate/.gitignore,GPL-2.0-only,
2056,linux-master/tools/testing/selftests/intel_pstate/aperf.c,GPL-2.0-only,
2057,linux-master/tools/testing/selftests/intel_pstate,,
2058,linux-master/tools/testing/selftests/ia64/Makefile,GPL-2.0-only,
2059,linux-master/tools/testing/selftests/ia64/.gitignore,GPL-2.0-only,
2060,linux-master/tools/testing/selftests/ia64/aliasing-test.c,GPL-2.0-only,
2061,linux-master/tools/testing/selftests/ia64,,
2062,linux-master/tools/testing/selftests/hid/vmtest.sh,GPL-2.0-only,
2063,linux-master/tools/testing/selftests/hid/settings,No_license_found,
2064,linux-master/tools/testing/selftests/hid/run-hid-tools-tests.sh,GPL-2.0-only,
2065,linux-master/tools/testing/selftests/hid/Makefile,GPL-2.0-only,
2066,linux-master/tools/testing/selftests/hid/hid-wacom.sh,GPL-2.0-only,
2067,linux-master/tools/testing/selftests/hid/hid-usb_crash.sh,GPL-2.0-only,
2068,linux-master/tools/testing/selftests/hid/hid-tablet.sh,GPL-2.0-only,
2069,linux-master/tools/testing/selftests/hid/hid-sony.sh,GPL-2.0-only,
2070,linux-master/tools/testing/selftests/hid/hid-multitouch.sh,GPL-2.0-only,
2071,linux-master/tools/testing/selftests/hid/hid-mouse.sh,GPL-2.0-only,
2072,linux-master/tools/testing/selftests/hid/hid-keyboard.sh,GPL-2.0-only,
2073,linux-master/tools/testing/selftests/hid/hid-ite.sh,GPL-2.0-only,
2074,linux-master/tools/testing/selftests/hid/hid-gamepad.sh,GPL-2.0-only,
2075,linux-master/tools/testing/selftests/hid/hid-core.sh,GPL-2.0-only,
2076,linux-master/tools/testing/selftests/hid/hid_bpf.c,GPL-2.0-only,
2077,linux-master/tools/testing/selftests/hid/hid-apple.sh,GPL-2.0-only,
2078,linux-master/tools/testing/selftests/hid/.gitignore,No_license_found,
2079,linux-master/tools/testing/selftests/hid/config.x86_64,No_license_found,
2080,linux-master/tools/testing/selftests/hid/config.common,No_license_found,
2081,linux-master/tools/testing/selftests/hid/config,No_license_found,
2082,linux-master/tools/testing/selftests/hid/tests/test_wacom_generic.py,GPL-2.0-only,
2083,linux-master/tools/testing/selftests/hid/tests/test_usb_crash.py,GPL-2.0-only,
2084,linux-master/tools/testing/selftests/hid/tests/test_tablet.py,GPL-2.0-only,
2085,linux-master/tools/testing/selftests/hid/tests/test_sony.py,GPL-2.0-only,
2086,linux-master/tools/testing/selftests/hid/tests/test_multitouch.py,GPL-2.0-only,
2087,linux-master/tools/testing/selftests/hid/tests/test_mouse.py,GPL-2.0-only,
2088,linux-master/tools/testing/selftests/hid/tests/test_keyboard.py,GPL-2.0-only,
2089,linux-master/tools/testing/selftests/hid/tests/test_ite_keyboard.py,GPL-2.0-only,
2090,linux-master/tools/testing/selftests/hid/tests/test_hid_core.py,GPL-2.0-or-later,
2091,linux-master/tools/testing/selftests/hid/tests/test_gamepad.py,GPL-2.0-only,
2092,linux-master/tools/testing/selftests/hid/tests/test_apple_keyboard.py,GPL-2.0-only,
2093,linux-master/tools/testing/selftests/hid/tests/__init__.py,GPL-2.0-only,
2094,linux-master/tools/testing/selftests/hid/tests/descriptors_wacom.py,GPL-2.0-only,
2095,linux-master/tools/testing/selftests/hid/tests/conftest.py,GPL-2.0-only,
2096,linux-master/tools/testing/selftests/hid/tests/base.py,GPL-2.0-only,
2097,linux-master/tools/testing/selftests/hid/tests,,
2098,linux-master/tools/testing/selftests/hid/progs/hid.c,GPL-2.0-only,
2099,linux-master/tools/testing/selftests/hid/progs/hid_bpf_helpers.h,GPL-2.0-only,
2100,linux-master/tools/testing/selftests/hid/progs,,
2101,linux-master/tools/testing/selftests/hid,,
2102,linux-master/tools/testing/selftests/gpio/Makefile,GPL-2.0-only,
2103,linux-master/tools/testing/selftests/gpio/gpio-sim.sh,GPL-2.0-only,
2104,linux-master/tools/testing/selftests/gpio/gpio-mockup-sysfs.sh,GPL-2.0-only,
2105,linux-master/tools/testing/selftests/gpio/gpio-mockup.sh,GPL-2.0-only,
2106,linux-master/tools/testing/selftests/gpio/gpio-mockup-cdev.c,GPL-2.0-only,
2107,linux-master/tools/testing/selftests/gpio/gpio-line-name.c,GPL-2.0-or-later,
2108,linux-master/tools/testing/selftests/gpio/gpio-chip-info.c,GPL-2.0-or-later,
2109,linux-master/tools/testing/selftests/gpio/.gitignore,GPL-2.0-only,
2110,linux-master/tools/testing/selftests/gpio/config,No_license_found,
2111,linux-master/tools/testing/selftests/gpio,,
2112,linux-master/tools/testing/selftests/futex/run.sh,GPL-2.0-or-later,
2113,linux-master/tools/testing/selftests/futex/README,No_license_found,
2114,linux-master/tools/testing/selftests/futex/Makefile,GPL-2.0-only,
2115,linux-master/tools/testing/selftests/futex/include/logging.h,GPL-2.0-or-later,
2116,linux-master/tools/testing/selftests/futex/include/futextest.h,GPL-2.0-or-later,
2117,linux-master/tools/testing/selftests/futex/include/futex2test.h,GPL-2.0-or-later,
2118,linux-master/tools/testing/selftests/futex/include/atomic.h,GPL-2.0-or-later,
2119,linux-master/tools/testing/selftests/futex/include,,
2120,linux-master/tools/testing/selftests/futex/functional/run.sh,GPL-2.0-or-later,
2121,linux-master/tools/testing/selftests/futex/functional/Makefile,GPL-2.0-only,
2122,linux-master/tools/testing/selftests/futex/functional/.gitignore,GPL-2.0-only,
2123,linux-master/tools/testing/selftests/futex/functional/futex_wait_wouldblock.c,GPL-2.0-or-later,
2124,linux-master/tools/testing/selftests/futex/functional/futex_waitv.c,GPL-2.0-or-later,
2125,linux-master/tools/testing/selftests/futex/functional/futex_wait_uninitialized_heap.c,GPL-2.0-or-later,
2126,linux-master/tools/testing/selftests/futex/functional/futex_wait_timeout.c,GPL-2.0-or-later,
2127,linux-master/tools/testing/selftests/futex/functional/futex_wait_private_mapped_file.c,GPL-2.0-or-later,
2128,linux-master/tools/testing/selftests/futex/functional/futex_wait.c,GPL-2.0-or-later,
2129,linux-master/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,GPL-2.0-or-later,
2130,linux-master/tools/testing/selftests/futex/functional/futex_requeue_pi_mismatched_ops.c,GPL-2.0-or-later,
2131,linux-master/tools/testing/selftests/futex/functional/futex_requeue_pi.c,GPL-2.0-or-later,
2132,linux-master/tools/testing/selftests/futex/functional/futex_requeue.c,GPL-2.0-or-later,
2133,linux-master/tools/testing/selftests/futex/functional,,
2134,linux-master/tools/testing/selftests/futex,,
2135,linux-master/tools/testing/selftests/ftrace/settings,No_license_found,
2136,linux-master/tools/testing/selftests/ftrace/README,No_license_found,
2137,linux-master/tools/testing/selftests/ftrace/Makefile,GPL-2.0-only,
2138,linux-master/tools/testing/selftests/ftrace/.gitignore,GPL-2.0-only,
2139,linux-master/tools/testing/selftests/ftrace/ftracetest-ktap,GPL-2.0-only,
2140,linux-master/tools/testing/selftests/ftrace/ftracetest,GPL-2.0-only,
2141,linux-master/tools/testing/selftests/ftrace/config,No_license_found,
2142,linux-master/tools/testing/selftests/ftrace/test.d/template,GPL-2.0-only,
2143,linux-master/tools/testing/selftests/ftrace/test.d/functions,No_license_found,
2144,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-traceonoff.tc,GPL-2.0-only,
2145,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-trace-marker-synthetic.tc,GPL-2.0-only,
2146,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-trace-marker-synthetic-kernel.tc,GPL-2.0-only,
2147,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-trace-marker-snapshot.tc,GPL-2.0-only,
2148,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-trace-marker-hist.tc,GPL-2.0-only,
2149,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-stacktrace.tc,GPL-2.0-only,
2150,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-snapshot.tc,GPL-2.0-only,
2151,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-multihist.tc,GPL-2.0-only,
2152,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-hist.tc,GPL-2.0-only,
2153,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-hist-syntax-errors.tc,GPL-2.0-only,
2154,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-hist-mod.tc,GPL-2.0-only,
2155,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-hist-expressions.tc,GPL-2.0-only,
2156,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-filter.tc,GPL-2.0-only,
2157,linux-master/tools/testing/selftests/ftrace/test.d/trigger/trigger-eventonoff.tc,GPL-2.0-only,
2158,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-trace-action-hist.tc,GPL-2.0-only,
2159,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-synthetic-event-syntax.tc,GPL-2.0-only,
2160,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-synthetic_event_syntax_errors.tc,GPL-2.0-only,
2161,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-synthetic-event-stack.tc,GPL-2.0-only,
2162,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-synthetic-event-stack-legacy.tc,GPL-2.0-only,
2163,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-synthetic-event-dynstring.tc,GPL-2.0-only,
2164,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-synthetic-event-createremove.tc,GPL-2.0-only,
2165,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-synthetic-eprobe.tc,GPL-2.0-only,
2166,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-snapshot-action-hist.tc,GPL-2.0-only,
2167,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-onmax-action-hist.tc,GPL-2.0-only,
2168,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-onmatch-onmax-action-hist.tc,GPL-2.0-only,
2169,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-onmatch-action-hist.tc,GPL-2.0-only,
2170,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-onchange-action-hist.tc,GPL-2.0-only,
2171,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-multi-actions-accept.tc,GPL-2.0-only,
2172,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-inter-event-combined-hist.tc,GPL-2.0-only,
2173,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-field-variable-support.tc,GPL-2.0-only,
2174,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-action-hist-xfail.tc,GPL-2.0-only,
2175,linux-master/tools/testing/selftests/ftrace/test.d/trigger/inter-event,,
2176,linux-master/tools/testing/selftests/ftrace/test.d/trigger,,
2177,linux-master/tools/testing/selftests/ftrace/test.d/tracer/wakeup.tc,GPL-2.0-only,
2178,linux-master/tools/testing/selftests/ftrace/test.d/tracer/wakeup_rt.tc,GPL-2.0-only,
2179,linux-master/tools/testing/selftests/ftrace/test.d/tracer,,
2180,linux-master/tools/testing/selftests/ftrace/test.d/selftest/bashisms.tc,GPL-2.0-only,
2181,linux-master/tools/testing/selftests/ftrace/test.d/selftest,,
2182,linux-master/tools/testing/selftests/ftrace/test.d/preemptirq/irqsoff_tracer.tc,GPL-2.0-only,
2183,linux-master/tools/testing/selftests/ftrace/test.d/preemptirq,,
2184,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/uprobe_syntax_errors.tc,GPL-2.0-only,
2185,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/profile.tc,GPL-2.0-only,
2186,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/probepoint.tc,GPL-2.0-only,
2187,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/multiple_kprobes.tc,GPL-2.0-only,
2188,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kretprobe_return_suffix.tc,GPL-2.0-only,
2189,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kretprobe_maxactive.tc,GPL-2.0-only,
2190,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kretprobe_args.tc,GPL-2.0-only,
2191,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_syntax_errors.tc,GPL-2.0-only,
2192,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_multiprobe.tc,GPL-2.0-only,
2193,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_module.tc,GPL-2.0-only,
2194,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_ftrace.tc,GPL-2.0-only,
2195,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_eventname.tc,GPL-2.0-only,
2196,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_args_user.tc,GPL-2.0-only,
2197,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_args_type.tc,GPL-2.0-only,
2198,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_args.tc,GPL-2.0-only,
2199,linux-master/tools/testing/selftests/ftrace/test.d/kprobe/kprobe_args_syntax.tc,GPL-2.0-only,
